10,1,1000
10,0,1000
10,1,1000
10,0,1000
10,0,1000
10,0,1000
10,0,1000
10,1,1000
10,0,1000
10,0,1000
30,0,1000
30,1,1000
30,0,1000
30,0,1000
30,0,1000
30,0,1000
30,1,1000
30,0,1000
30,0,1000
30,0,1000
100,0,1000
100,1,1000
100,0,1000
100,0,1000
100,0,1000
100,1,1000
100,0,1000
100,0,1000
100,0,1000
100,0,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
300,1,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,1,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
3000,0,1000
3000,1,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,1,1000
3000,0,1000
3000,1,1000
10000,0,1000
10000,0,1000
10000,0,1000
10000,1,1000
10000,0,1000
10000,0,1000
10000,1,1000
10000,0,1000
10000,0,1000
10000,1,1000
30000,1,1000
30000,2,1000
30000,1,1000
30000,1,1000
30000,0,1000
30000,4,1000
30000,0,1000
30000,1,1000
30000,1,1000
30000,1,1000
60000,4,1000
60000,3,1000
60000,6,1000
60000,4,1000
60000,2,1000
60000,2,1000
60000,2,1000
60000,2,1000
60000,2,1000
60000,2,1000
80000,3,1000
80000,3,1000
80000,5,1000
80000,4,1000
80000,5,1000
80000,3,1000
80000,3,1000
80000,3,1000
80000,3,1000
80000,4,1000
100000,4,1000
100000,4,1000
100000,3,1000
100000,4,1000
100000,4,1000
100000,3,1000
100000,4,1000
100000,5,1000
100000,3,1000
100000,5,1000

