10,7,30000
10,1,30000
10,2,30000
10,2,30000
10,4,30000
10,2,30000
10,1,30000
10,2,30000
10,4,30000
10,2,30000
30,2,30000
30,1,30000
30,5,30000
30,1,30000
30,2,30000
30,1,30000
30,8,30000
30,3,30000
30,1,30000
30,2,30000
100,2,30000
100,2,30000
100,2,30000
100,3,30000
100,3,30000
100,4,30000
100,1,30000
100,2,30000
100,1,30000
100,2,30000
300,3,30000
300,2,30000
300,2,30000
300,6,30000
300,3,30000
300,2,30000
300,1,30000
300,2,30000
300,2,30000
300,2,30000
1000,2,30000
1000,6,30000
1000,1,30000
1000,6,30000
1000,6,30000
1000,1,30000
1000,0,30000
1000,1,30000
1000,0,30000
1000,2,30000
3000,1,30000
3000,1,30000
3000,0,30000
3000,1,30000
3000,1,30000
3000,3,30000
3000,1,30000
3000,0,30000
3000,1,30000
3000,1,30000
10000,1,30000
10000,2,30000
10000,2,30000
10000,1,30000
10000,1,30000
10000,4,30000
10000,1,30000
10000,1,30000
10000,2,30000
10000,4,30000
30000,3,30000
30000,4,30000
30000,6,30000
30000,3,30000
30000,7,30000
30000,3,30000
30000,7,30000
30000,3,30000
30000,8,30000
30000,3,30000
60000,8,30000
60000,5,30000
60000,7,30000
60000,5,30000
60000,7,30000
60000,6,30000
60000,7,30000
60000,6,30000
60000,12,30000
60000,5,30000
80000,10,30000
80000,7,30000
80000,8,30000
80000,7,30000
80000,9,30000
80000,6,30000
80000,8,30000
80000,9,30000
80000,13,30000
80000,12,30000
100000,17,30000
100000,11,30000
100000,12,30000
100000,10,30000
100000,11,30000
100000,8,30000
100000,10,30000
100000,8,30000
100000,9,30000
100000,13,30000

