10,164,1000000
10,77,1000000
10,132,1000000
10,60,1000000
10,109,1000000
10,116,1000000
10,88,1000000
10,106,1000000
10,94,1000000
10,97,1000000
30,119,1000000
30,57,1000000
30,101,1000000
30,81,1000000
30,85,1000000
30,137,1000000
30,66,1000000
30,138,1000000
30,61,1000000
30,116,1000000
100,54,1000000
100,84,1000000
100,86,1000000
100,79,1000000
100,73,1000000
100,119,1000000
100,48,1000000
100,79,1000000
100,80,1000000
100,88,1000000
300,54,1000000
300,76,1000000
300,83,1000000
300,84,1000000
300,69,1000000
300,97,1000000
300,49,1000000
300,82,1000000
300,70,1000000
300,80,1000000
1000,118,1000000
1000,69,1000000
1000,85,1000000
1000,86,1000000
1000,77,1000000
1000,71,1000000
1000,107,1000000
1000,46,1000000
1000,85,1000000
1000,85,1000000
3000,80,1000000
3000,102,1000000
3000,44,1000000
3000,74,1000000
3000,84,1000000
3000,76,1000000
3000,72,1000000
3000,100,1000000
3000,47,1000000
3000,103,1000000
10000,51,1000000
10000,96,1000000
10000,91,1000000
10000,66,1000000
10000,94,1000000
10000,65,1000000
10000,94,1000000
10000,113,1000000
10000,54,1000000
10000,82,1000000
30000,105,1000000
30000,106,1000000
30000,92,1000000
30000,105,1000000
30000,117,1000000
30000,66,1000000
30000,96,1000000
30000,101,1000000
30000,63,1000000
30000,96,1000000
60000,105,1000000
60000,158,1000000
60000,80,1000000
60000,125,1000000
60000,149,1000000
60000,103,1000000
60000,119,1000000
60000,156,1000000
60000,112,1000000
60000,122,1000000
80000,175,1000000
80000,127,1000000
80000,116,1000000
80000,178,1000000
80000,139,1000000
80000,125,1000000
80000,165,1000000
80000,138,1000000
80000,167,1000000
80000,145,1000000
100000,158,1000000
100000,191,1000000
100000,159,1000000
100000,162,1000000
100000,150,1000000
100000,145,1000000
100000,148,1000000
100000,168,1000000
100000,216,1000000
100000,164,1000000

