10,2,10000
10,4,10000
10,1,10000
10,0,10000
10,1,10000
10,1,10000
10,0,10000
10,1,10000
10,0,10000
10,1,10000
30,0,10000
30,1,10000
30,1,10000
30,0,10000
30,2,10000
30,0,10000
30,1,10000
30,0,10000
30,1,10000
30,0,10000
100,1,10000
100,1,10000
100,0,10000
100,1,10000
100,0,10000
100,1,10000
100,0,10000
100,1,10000
100,2,10000
100,1,10000
300,0,10000
300,1,10000
300,0,10000
300,1,10000
300,0,10000
300,1,10000
300,1,10000
300,0,10000
300,1,10000
300,1,10000
1000,0,10000
1000,3,10000
1000,1,10000
1000,0,10000
1000,1,10000
1000,0,10000
1000,1,10000
1000,1,10000
1000,1,10000
1000,1,10000
3000,1,10000
3000,3,10000
3000,1,10000
3000,1,10000
3000,1,10000
3000,1,10000
3000,2,10000
3000,2,10000
3000,3,10000
3000,1,10000
10000,2,10000
10000,1,10000
10000,2,10000
10000,4,10000
10000,1,10000
10000,2,10000
10000,1,10000
10000,8,10000
10000,2,10000
10000,1,10000
30000,3,10000
30000,6,10000
30000,3,10000
30000,6,10000
30000,3,10000
30000,3,10000
30000,4,10000
30000,10,10000
30000,5,10000
30000,1,10000
60000,3,10000
60000,3,10000
60000,5,10000
60000,3,10000
60000,2,10000
60000,3,10000
60000,5,10000
60000,2,10000
60000,3,10000
60000,2,10000
80000,5,10000
80000,4,10000
80000,4,10000
80000,3,10000
80000,5,10000
80000,4,10000
80000,4,10000
80000,4,10000
80000,5,10000
80000,8,10000
100000,6,10000
100000,5,10000
100000,5,10000
100000,5,10000
100000,5,10000
100000,4,10000
100000,6,10000
100000,5,10000
100000,5,10000
100000,4,10000

