10,18,100000
10,18,100000
10,29,100000
10,10,100000
10,11,100000
10,27,100000
10,7,100000
10,13,100000
10,11,100000
10,24,100000
30,9,100000
30,10,100000
30,10,100000
30,16,100000
30,4,100000
30,2,100000
30,4,100000
30,5,100000
30,4,100000
30,4,100000
100,5,100000
100,4,100000
100,7,100000
100,5,100000
100,6,100000
100,6,100000
100,5,100000
100,20,100000
100,6,100000
100,4,100000
300,3,100000
300,4,100000
300,4,100000
300,4,100000
300,4,100000
300,5,100000
300,4,100000
300,9,100000
300,11,100000
300,3,100000
1000,3,100000
1000,4,100000
1000,4,100000
1000,5,100000
1000,4,100000
1000,4,100000
1000,5,100000
1000,17,100000
1000,6,100000
1000,3,100000
3000,3,100000
3000,4,100000
3000,5,100000
3000,6,100000
3000,4,100000
3000,5,100000
3000,8,100000
3000,20,100000
3000,5,100000
3000,4,100000
10000,6,100000
10000,6,100000
10000,8,100000
10000,13,100000
10000,8,100000
10000,7,100000
10000,17,100000
10000,22,100000
10000,6,100000
10000,6,100000
30000,20,100000
30000,14,100000
30000,24,100000
30000,21,100000
30000,15,100000
30000,35,100000
30000,11,100000
30000,19,100000
30000,18,100000
30000,13,100000
60000,40,100000
60000,42,100000
60000,30,100000
60000,26,100000
60000,25,100000
60000,29,100000
60000,30,100000
60000,31,100000
60000,43,100000
60000,43,100000
80000,36,100000
80000,39,100000
80000,56,100000
80000,54,100000
80000,77,100000
80000,48,100000
80000,52,100000
80000,43,100000
80000,46,100000
80000,48,100000
100000,71,100000
100000,73,100000
100000,55,100000
100000,41,100000
100000,59,100000
100000,52,100000
100000,102,100000
100000,100,100000
100000,58,100000
100000,60,100000

